Q,A,role
"아 됐다, 고마. 아이고.. 택아, 얼른 들어가라. 아들 다 왔다.",네. 드세요. 맛있게,택
"아 됐다, 고마. 아이고.. 택아, 얼른 들어가라. 아들 다 왔다.",네.  맛있게 드세요.,택
"2,000만원?!","2,000만원?!",택
"2,000만원?!","2,000만원?!",택
다섯 판.,"2,000만원?!",택
다섯 판.,"2,000만원?!",택
다섯 판.,"2,000만원?!",택
다섯 판.,"2,000만원?!",택
원?!! 5천만,"2,000만원?!",택
원?!! 5천만,"2,000만원?!",택
원?!! 5천만,"2,000만원?!",택
원?!! 5천만,"2,000만원?!",택
5천만 원?!!,"2,000만원?!",택
5천만 원?!!,"2,000만원?!",택
야. 내 방으로 와. 닭 먹게.,괜찮아.,택
야. 내 방으로 와. 닭 먹게.,괜찮아.,택
? 야. 내 방으로 와. 닭 먹게.,괜찮아.,택
? 야. 내 방으로 와. 닭 먹게.,괜찮아.,택
"야, 야. 내 거 같이 먹어.",괜찮아.,택
"야, 야. 내 거 같이 먹어.",괜찮아.,택
먹어. 야. 통닭 좀,괜찮아.,택
먹어. 야. 통닭 좀,괜찮아.,택
야. 통닭 먹어. 좀,괜찮아.,택
야. 통닭 먹어. 좀,괜찮아.,택
야. 통닭 먹어.,괜찮아.,택
야. 통닭 먹어.,괜찮아.,택
야. 통닭 좀 먹어.,괜찮아.,택
야. 통닭 좀 먹어.,괜찮아.,택
"아, 살려주세요!! 배가 너무 고파서..!!아 씨, 나 미성년잔데.","됐어.. 아, ",택
"아, 살려주세요!! 배가 너무 고파서..!!아 씨, 나 미성년잔데.","됐어.. 아,",택
"아, 살려주세요!! 배가 너무 고파서..!!아 씨, 나 미성년잔데.","아, 됐어..",택
그리고 너 볼따구 진짜 튼 것 같애.. 캡 빨개. 쩍쩍 갈라졌어.,"됐어.. 아, ",택
그리고 너 볼따구 진짜 튼 것 같애.. 캡 빨개. 쩍쩍 갈라졌어.,"됐어.. 아,",택
그리고 너 볼따구 진짜 튼 것 같애.. 캡 빨개. 쩍쩍 갈라졌어.,"아, 됐어..",택
에으..,"됐어.. 아, ",택
에으..,"됐어.. 아,",택
에으..,"아, 됐어..",택
"이거. 배야, 등이야,  홀쭉한 거 ","됐어.. 아, ",택
"이거. 배야, 등이야,  홀쭉한 거 ","됐어.. 아,",택
"이거. 배야, 등이야,  홀쭉한 거 ","아, 됐어..",택
"배야, 이거. 등이야, 홀쭉한 거 이거.","됐어.. 아, ",택
"배야, 이거. 등이야, 홀쭉한 거 이거.","됐어.. 아,",택
"배야, 이거. 등이야, 홀쭉한 거 이거.","아, 됐어..",택
"배야, 등이야, 이거. 홀쭉한 거 이거.","됐어.. 아, ",택
"배야, 등이야, 이거. 홀쭉한 거 이거.","됐어.. 아,",택
"배야, 등이야, 이거. 홀쭉한 거 이거.","아, 됐어..",택
왜? 택이 생일파티 해주게?,생일파티 왜? 택이  해주게?,택
왜? 택이 생일파티 해주게?,택이 왜? 생일파티 해주게?,택
왜? 택이 생일파티 해주게?,왜? 택이 생일파티 해주게?,택
"그래두, 뭐 갖고 싶은 거 없으세요?",생일파티 왜? 택이  해주게?,택
"그래두, 뭐 갖고 싶은 거 없으세요?",택이 왜? 생일파티 해주게?,택
"그래두, 뭐 갖고 싶은 거 없으세요?",왜? 택이 생일파티 해주게?,택
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",생일파티 왜? 택이  해주게?,택
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",택이 왜? 생일파티 해주게?,택
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",왜? 택이 생일파티 해주게?,택
없어? 택아. 너 생일선물 뭐 갖고 싶은 거,생일파티 왜? 택이  해주게?,택
없어? 택아. 너 생일선물 뭐 갖고 싶은 거,택이 왜? 생일파티 해주게?,택
없어? 택아. 너 생일선물 뭐 갖고 싶은 거,왜? 택이 생일파티 해주게?,택
너 택아. 생일선물 뭐 갖고 싶은 거 없어?,생일파티 왜? 택이  해주게?,택
너 택아. 생일선물 뭐 갖고 싶은 거 없어?,택이 왜? 생일파티 해주게?,택
너 택아. 생일선물 뭐 갖고 싶은 거 없어?,왜? 택이 생일파티 해주게?,택
택아. 생일선물 뭐 갖고 싶은 거 없어?,생일파티 왜? 택이  해주게?,택
택아. 생일선물 뭐 갖고 싶은 거 없어?,택이 왜? 생일파티 해주게?,택
택아. 생일선물 뭐 갖고 싶은 거 없어?,왜? 택이 생일파티 해주게?,택
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,생일파티 왜? 택이  해주게?,택
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,택이 왜? 생일파티 해주게?,택
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,왜? 택이 생일파티 해주게?,택
"이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"오~ 야, 너도 박진영 1집 샀어?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"오~ 야, 너도 박진영 1집 샀어?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"오~ 야, 너도 박진영 1집 샀어?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"맞다. 아,  전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"맞다. 아,  전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"맞다. 아,  전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"맞다. 아,  전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"아, 맞다. 솔로 전인권 앨범 나왔는데 그거라도 사다줄까?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"아, 맞다. 솔로 전인권 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"아, 맞다. 솔로 전인권 앨범 나왔는데 그거라도 사다줄까?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"아, 맞다. 솔로 전인권 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","사다줄까? 이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 ",택
"아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 그거라도 나왔는데 사다줄까?",택
"아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?","이 새끼 들국화 노래밖에 안 듣잖아.아, 맞다. 전인권 솔로 앨범 나왔는데 그거라도 사다줄까?",택
"야, 됐지, 됐지? 이제 끝났지? 어?",안녕하세요.,택
"야, 됐지, 됐지? 이제 끝났지? 어?",안녕하세요.,택
"야, 됐지, 됐지? 이제 끝났지? 어?",안녕하세요.,택
"야, 됐지, 됐지? 이제 끝났지? 어?",안녕하세요.,택
끝났겠지. 시간이 몇 신데.,안녕하세요.,택
끝났겠지. 시간이 몇 신데.,안녕하세요.,택
퇴근하십니까?  이제,안녕하세요.,택
퇴근하십니까?  이제,안녕하세요.,택
퇴근하십니까? 이제,안녕하세요.,택
퇴근하십니까? 이제,안녕하세요.,택
이제 퇴근하십니까?,안녕하세요.,택
이제 퇴근하십니까?,안녕하세요.,택
이럴 땐 또 어른 같아서요,땐 이럴  또 어른 같아서요,택
이럴 땐 또 어른 같아서요,땐 이럴 또 어른 같아서요,택
이럴 땐 또 어른 같아서요,이럴 땐 어른 같아서요,택
이럴 땐 또 어른 같아서요,이럴 땐 또 어른 같아서요,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,땐 이럴  또 어른 같아서요,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,땐 이럴 또 어른 같아서요,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,이럴 땐 어른 같아서요,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,이럴 땐 또 어른 같아서요,택
아휴.. 우리 엄마 벌써 그런 나이가 되셨네,땐 이럴  또 어른 같아서요,택
아휴.. 우리 엄마 벌써 그런 나이가 되셨네,땐 이럴 또 어른 같아서요,택
아휴.. 우리 엄마 벌써 그런 나이가 되셨네,이럴 땐 어른 같아서요,택
아휴.. 우리 엄마 벌써 그런 나이가 되셨네,이럴 땐 또 어른 같아서요,택
되부렀네. 인자 어른이 다,땐 이럴  또 어른 같아서요,택
되부렀네. 인자 어른이 다,땐 이럴 또 어른 같아서요,택
되부렀네. 인자 어른이 다,이럴 땐 어른 같아서요,택
되부렀네. 인자 어른이 다,이럴 땐 또 어른 같아서요,택
어른이 인자 다 되부렀네.,땐 이럴  또 어른 같아서요,택
어른이 인자 다 되부렀네.,땐 이럴 또 어른 같아서요,택
어른이 인자 다 되부렀네.,이럴 땐 어른 같아서요,택
어른이 인자 다 되부렀네.,이럴 땐 또 어른 같아서요,택
인자 어른이 다 되부렀네.,땐 이럴  또 어른 같아서요,택
인자 어른이 다 되부렀네.,땐 이럴 또 어른 같아서요,택
인자 어른이 다 되부렀네.,이럴 땐 어른 같아서요,택
인자 어른이 다 되부렀네.,이럴 땐 또 어른 같아서요,택
인자 어른이 다 되부렀네.,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
인자 어른이 다 되부렀네.,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
인자 어른이 다 되부렀네.,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
이제 다 커서 술도 마시고,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
이제 다 커서 술도 마시고,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
이제 다 커서 술도 마시고,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
우리 아들 언제 이렇게 컸을까..!?,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
우리 아들 언제 이렇게 컸을까..!?,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
우리 아들 언제 이렇게 컸을까..!?,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
철이 언제 이렇게  들었을까..  다 컸네. 다 커부렀어.,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
철이 언제 이렇게  들었을까..  다 컸네. 다 커부렀어.,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
철이 언제 이렇게  들었을까..  다 컸네. 다 커부렀어.,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
언제 이렇게 철이 다 들었을까.. 컸네. 다 커부렀어.,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
언제 이렇게 철이 다 들었을까.. 컸네. 다 커부렀어.,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
언제 이렇게 철이 다 들었을까.. 컸네. 다 커부렀어.,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
이렇게 철이 들었을까.. 다 컸네. 다 커부렀어.,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
이렇게 철이 들었을까.. 다 컸네. 다 커부렀어.,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
이렇게 철이 들었을까.. 다 컸네. 다 커부렀어.,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,아저씨.....  ..  어무니.. 돌아가셨다고..!!,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,.. 아저씨..... 돌아가셨다고..!! 어무니..,택
언제 이렇게 철이 들었을까..  다 컸네. 다 커부렀어.,.. 아저씨..... 어무니.. 돌아가셨다고..!!,택
"엄.., 엄마.. 저기.., 죄송..,","죄송.., 엄.., 엄마.. 저기.., ",택
"엄.., 엄마.. 저기.., 죄송..,","엄.., 엄마.. 죄송.., 저기..,",택
"엄.., 엄마.. 저기.., 죄송..,","엄.., 엄마.. 저기.., 죄송..,",택
진짜 니네 우리엄마한테 이른다!!,"죄송.., 엄.., 엄마.. 저기.., ",택
진짜 니네 우리엄마한테 이른다!!,"엄.., 엄마.. 죄송.., 저기..,",택
진짜 니네 우리엄마한테 이른다!!,"엄.., 엄마.. 저기.., 죄송..,",택
야. 도롱뇽.,"죄송.., 엄.., 엄마.. 저기.., ",택
야. 도롱뇽.,"엄.., 엄마.. 죄송.., 저기..,",택
야. 도롱뇽.,"엄.., 엄마.. 저기.., 죄송..,",택
"우리  아따,  엄니 보고잪다. ","죄송.., 엄.., 엄마.. 저기.., ",택
"우리  아따,  엄니 보고잪다. ","엄.., 엄마.. 죄송.., 저기..,",택
"우리  아따,  엄니 보고잪다. ","엄.., 엄마.. 저기.., 죄송..,",택
"아따, 엄니 우리 보고잪다.","죄송.., 엄.., 엄마.. 저기.., ",택
"아따, 엄니 우리 보고잪다.","엄.., 엄마.. 죄송.., 저기..,",택
"아따, 엄니 우리 보고잪다.","엄.., 엄마.. 저기.., 죄송..,",택
"아따, 엄니 보고잪다.","죄송.., 엄.., 엄마.. 저기.., ",택
"아따, 엄니 보고잪다.","엄.., 엄마.. 죄송.., 저기..,",택
"아따, 엄니 보고잪다.","엄.., 엄마.. 저기.., 죄송..,",택
" 아따, 우리 엄니 보고잪다. ","죄송.., 엄.., 엄마.. 저기.., ",택
" 아따, 우리 엄니 보고잪다. ","엄.., 엄마.. 죄송.., 저기..,",택
" 아따, 우리 엄니 보고잪다. ","엄.., 엄마.. 저기.., 죄송..,",택
"택이 너, 언제 왔냐?","왔냐? 택이 너, 언제 ",택
"택이 너, 언제 왔냐?","택이 너, 왔냐? 언제",택
"택이 너, 언제 왔냐?","택이 너, 왔냐?",택
"택이 너, 언제 왔냐?","택이 너, 언제 왔냐?",택
"택이 너, 언제 왔냐?","왔냐? 택이 너, 언제 ",택
"택이 너, 언제 왔냐?","택이 너, 왔냐? 언제",택
"택이 너, 언제 왔냐?","택이 너, 왔냐?",택
"택이 너, 언제 왔냐?","택이 너, 언제 왔냐?",택
어디가 엄마?,"왔냐? 택이 너, 언제 ",택
어디가 엄마?,"택이 너, 왔냐? 언제",택
어디가 엄마?,"택이 너, 왔냐?",택
어디가 엄마?,"택이 너, 언제 왔냐?",택
"우리 ...  택이는, 엄마가 언제 젤로다가 보고잪대..?","왔냐? 택이 너, 언제 ",택
"우리 ...  택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐? 언제",택
"우리 ...  택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐?",택
"우리 ...  택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 언제 왔냐?",택
"우리 ... 택이는, 엄마가 언제 젤로다가 보고잪대..?","왔냐? 택이 너, 언제 ",택
"우리 ... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐? 언제",택
"우리 ... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐?",택
"우리 ... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 언제 왔냐?",택
"... 택이는, 엄마가 언제 젤로다가 보고잪대..?","왔냐? 택이 너, 언제 ",택
"... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐? 언제",택
"... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐?",택
"... 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 언제 왔냐?",택
"... 우리 택이는, 엄마가 언제 젤로다가 보고잪대..?","왔냐? 택이 너, 언제 ",택
"... 우리 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐? 언제",택
"... 우리 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 왔냐?",택
"... 우리 택이는, 엄마가 언제 젤로다가 보고잪대..?","택이 너, 언제 왔냐?",택
응..?,매일요. .......,택
응..?,매일요. .......,택
응..?,.......  매일요.,택
예..?,매일요. .......,택
예..?,매일요. .......,택
예..?,.......  매일요.,택
네..?,매일요. .......,택
네..?,매일요. .......,택
네..?,.......  매일요.,택
응..?,매일요. .......,택
응..?,매일요. .......,택
응..?,.......  매일요.,택
응..?,매일요. .......,택
응..?,매일요. .......,택
응..?,.......  매일요.,택
어..  응. 조금?  야. 택아. 너는?,응.,택
어..  응. 조금?  야. 택아. 너는?,응.,택
"여보세요, 택아?",응.,택
"여보세요, 택아?",응.,택
택이는!?,응.,택
택이는!?,응.,택
응. 어..   조금?  야. 택아. 너는?,응.,택
응. 어..   조금?  야. 택아. 너는?,응.,택
응. 어.. 조금? 야. 택아. 너는?,응.,택
응. 어.. 조금? 야. 택아. 너는?,응.,택
어..  응. 조금?  야. 택아. 너는?,응.,택
어..  응. 조금?  야. 택아. 너는?,응.,택
응. 어제 아침에 집 나왔대.,나오는데요.  아빠. 따뜻한 물 안,택
응. 어제 아침에 집 나왔대.,아빠. 따뜻한 물 나오는데요. 안,택
응. 어제 아침에 집 나왔대.,아빠. 따뜻한 물 안 나오는데요.,택
어제도 입었잖아요.,나오는데요.  아빠. 따뜻한 물 안,택
어제도 입었잖아요.,아빠. 따뜻한 물 나오는데요. 안,택
어제도 입었잖아요.,아빠. 따뜻한 물 안 나오는데요.,택
어. 어제도 치셨대.,나오는데요.  아빠. 따뜻한 물 안,택
어. 어제도 치셨대.,아빠. 따뜻한 물 나오는데요. 안,택
어. 어제도 치셨대.,아빠. 따뜻한 물 안 나오는데요.,택
들어왔어요. 예. 어제,나오는데요.  아빠. 따뜻한 물 안,택
들어왔어요. 예. 어제,아빠. 따뜻한 물 나오는데요. 안,택
들어왔어요. 예. 어제,아빠. 따뜻한 물 안 나오는데요.,택
예. 들어왔어요. 어제,나오는데요.  아빠. 따뜻한 물 안,택
예. 들어왔어요. 어제,아빠. 따뜻한 물 나오는데요. 안,택
예. 들어왔어요. 어제,아빠. 따뜻한 물 안 나오는데요.,택
예. 어제 들어왔어요.,나오는데요.  아빠. 따뜻한 물 안,택
예. 어제 들어왔어요.,아빠. 따뜻한 물 나오는데요. 안,택
예. 어제 들어왔어요.,아빠. 따뜻한 물 안 나오는데요.,택
안녕하세요!!,안녕하세요..!!  아..!!,택
안녕하세요!!,안녕하세요..!! 아..!!,택
안녕하세요!!,아..!! 안녕하세요..!!,택
안녕하세요!!,안녕하세요..!!  아..!!,택
안녕하세요!!,안녕하세요..!! 아..!!,택
안녕하세요!!,아..!! 안녕하세요..!!,택
안녕하세요!!,안녕하세요..!!  아..!!,택
안녕하세요!!,안녕하세요..!! 아..!!,택
안녕하세요!!,아..!! 안녕하세요..!!,택
안녕하세요..!!,안녕하세요..!!  아..!!,택
안녕하세요..!!,안녕하세요..!! 아..!!,택
안녕하세요..!!,아..!! 안녕하세요..!!,택
안녕하세요..!!,안녕하세요..!!  아..!!,택
안녕하세요..!!,안녕하세요..!! 아..!!,택
안녕하세요..!!,아..!! 안녕하세요..!!,택
택이는요? 안 자죠?,네.,택
택이는요? 안 자죠?,네.,택
그럼 우리 택이 아침이라도 먹어야겠어~ 안 먹어야겠어~,네.,택
그럼 우리 택이 아침이라도 먹어야겠어~ 안 먹어야겠어~,네.,택
택이 아직 안 왔어?,네.,택
택이 아직 안 왔어?,네.,택
먹었지!?  어. 택아. 아직 아침 안,네.,택
먹었지!?  어. 택아. 아직 아침 안,네.,택
어. 택아. 아직 안 아침 먹었지!?,네.,택
어. 택아. 아직 안 아침 먹었지!?,네.,택
어. 택아. 아직 아침 안 먹었지!?,네.,택
어. 택아. 아직 아침 안 먹었지!?,네.,택
이거 아줌마가 주셨어요.,감사합니다.,택
이거 아줌마가 주셨어요.,감사합니다.,택
이거 아줌마가 주셨어요.,감사합니다.,택
이거 아줌마가 주셨어요.,감사합니다.,택
엄마가 이거 갖다드리래요.,감사합니다.,택
엄마가 이거 갖다드리래요.,감사합니다.,택
끓여놨으니까 아줌마가 전복죽  와서 가져가. 따로 담아놨어.,감사합니다.,택
끓여놨으니까 아줌마가 전복죽  와서 가져가. 따로 담아놨어.,감사합니다.,택
아줌마가 전복죽 끓여놨으니까 와서 따로 가져가. 담아놨어.,감사합니다.,택
아줌마가 전복죽 끓여놨으니까 와서 따로 가져가. 담아놨어.,감사합니다.,택
아줌마가 전복죽 끓여놨으니까 와서 가져가. 따로 담아놨어.,감사합니다.,택
아줌마가 전복죽 끓여놨으니까 와서 가져가. 따로 담아놨어.,감사합니다.,택
집에 무슨 일 있어요?,예.,택
집에 무슨 일 있어요?,예.,택
집에서 하면 되잖아.,예.,택
집에서 하면 되잖아.,예.,택
오늘 학주 집에 계시거든??,예.,택
오늘 학주 집에 계시거든??,예.,택
있지?  집에 전자레인지,예.,택
있지?  집에 전자레인지,예.,택
집에 있지? 전자레인지,예.,택
집에 있지? 전자레인지,예.,택
