Q,A,role
♪ 맞아! 맞아! 맞-아! 알고 왔죠.,알고 너 어떻게  왔냐?,정환
♪ 맞아! 맞아! 맞-아! 알고 왔죠.,너 어떻게 왔냐? 알고,정환
♪ 맞아! 맞아! 맞-아! 알고 왔죠.,너 알고 왔냐?,정환
♪ 맞아! 맞아! 맞-아! 알고 왔죠.,너 어떻게 알고 왔냐?,정환
♪ 맞아! 맞아! 맞-아! 어떻게 알고 왔죠.,알고 너 어떻게  왔냐?,정환
♪ 맞아! 맞아! 맞-아! 어떻게 알고 왔죠.,너 어떻게 왔냐? 알고,정환
♪ 맞아! 맞아! 맞-아! 어떻게 알고 왔죠.,너 알고 왔냐?,정환
♪ 맞아! 맞아! 맞-아! 어떻게 알고 왔죠.,너 어떻게 알고 왔냐?,정환
내일 첫 판 지면 바로 오겠네. 그치?,야!,정환
내일 첫 판 지면 바로 오겠네. 그치?,야!,정환
내일 해.,야!,정환
내일 해.,야!,정환
그거 니가 정한 거잖아.내일 해.,야!,정환
그거 니가 정한 거잖아.내일 해.,야!,정환
근데 네.   내일 바로 가신대요.,야!,정환
근데 네.   내일 바로 가신대요.,야!,정환
근데 네. 내일 바로 가신대요.,야!,정환
근데 네. 내일 바로 가신대요.,야!,정환
네. 근데 내일 가신대요.,야!,정환
네. 근데 내일 가신대요.,야!,정환
네.  근데 내일 바로 가신대요.,야!,정환
네.  근데 내일 바로 가신대요.,야!,정환
...  아 씨..!!,"씨..  손으로 드럽게, ",정환
...  아 씨..!!,"손으로 씨.. 드럽게,",정환
...  아 씨..!!," 손으로 드럽게, 씨..",정환
씨.. 진짜..!!!,"씨..  손으로 드럽게, ",정환
씨.. 진짜..!!!,"손으로 씨.. 드럽게,",정환
씨.. 진짜..!!!," 손으로 드럽게, 씨..",정환
씨.. 진짜..!!!,"씨..  손으로 드럽게, ",정환
씨.. 진짜..!!!,"손으로 씨.. 드럽게,",정환
씨.. 진짜..!!!," 손으로 드럽게, 씨..",정환
"씨..!! 아휴, ","씨..  손으로 드럽게, ",정환
"씨..!! 아휴, ","손으로 씨.. 드럽게,",정환
"씨..!! 아휴, "," 손으로 드럽게, 씨..",정환
"씨..!! 아휴,","씨..  손으로 드럽게, ",정환
"씨..!! 아휴,","손으로 씨.. 드럽게,",정환
"씨..!! 아휴,"," 손으로 드럽게, 씨..",정환
"아휴, 씨..!!","씨..  손으로 드럽게, ",정환
"아휴, 씨..!!","손으로 씨.. 드럽게,",정환
"아휴, 씨..!!"," 손으로 드럽게, 씨..",정환
야 김정팔!,꺼져.  늦었어.,정환
야 김정팔!,꺼져. 늦었어.,정환
야 김정팔!,늦었어. 꺼져.,정환
"야, 김정환.",꺼져.  늦었어.,정환
"야, 김정환.",꺼져. 늦었어.,정환
"야, 김정환.",늦었어. 꺼져.,정환
"야, 김정팔 들었지? 사놔.",꺼져.  늦었어.,정환
"야, 김정팔 들었지? 사놔.",꺼져. 늦었어.,정환
"야, 김정팔 들었지? 사놔.",늦었어. 꺼져.,정환
"어때?!  야, 김정팔!! ",꺼져.  늦었어.,정환
"어때?!  야, 김정팔!! ",꺼져. 늦었어.,정환
"어때?!  야, 김정팔!! ",늦었어. 꺼져.,정환
"김정팔!! 야, 어때?!",꺼져.  늦었어.,정환
"김정팔!! 야, 어때?!",꺼져. 늦었어.,정환
"김정팔!! 야, 어때?!",늦었어. 꺼져.,정환
" 야, 김정팔!! 어때?!",꺼져.  늦었어.,정환
" 야, 김정팔!! 어때?!",꺼져. 늦었어.,정환
" 야, 김정팔!! 어때?!",늦었어. 꺼져.,정환
선우가?,와요.  뒤에,정환
선우가?,와요. 뒤에,정환
선우가?,뒤에 와요.,정환
근데 선우는?,와요.  뒤에,정환
근데 선우는?,와요. 뒤에,정환
근데 선우는?,뒤에 와요.,정환
근데 선우는?,와요.  뒤에,정환
근데 선우는?,와요. 뒤에,정환
근데 선우는?,뒤에 와요.,정환
선우는!? 우리,와요.  뒤에,정환
선우는!? 우리,와요. 뒤에,정환
선우는!? 우리,뒤에 와요.,정환
선우는!? 우리,와요.  뒤에,정환
선우는!? 우리,와요. 뒤에,정환
선우는!? 우리,뒤에 와요.,정환
선우는!?,와요.  뒤에,정환
선우는!?,와요. 뒤에,정환
선우는!?,뒤에 와요.,정환
우리 선우는!?,와요.  뒤에,정환
우리 선우는!?,와요. 뒤에,정환
우리 선우는!?,뒤에 와요.,정환
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,오라고. 아니? 술 한 병만 뽀려,정환
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,아니? 술 한 뽀려 병만 오라고.,정환
택아. 너 생일선물 뭐 갖고 싶은 거 없어?,아니? 술 한 병만 뽀려 오라고.,정환
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",오라고. 아니? 술 한 병만 뽀려,정환
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",아니? 술 한 뽀려 병만 오라고.,정환
"아 맞다. 그리고 내일 너 생일, 택이 방에서 할 거지?",아니? 술 한 병만 뽀려 오라고.,정환
택아! 이번 주말에 정환이 생일 알지? 해피 벌쓰데이 투 유~!,오라고. 아니? 술 한 병만 뽀려,정환
택아! 이번 주말에 정환이 생일 알지? 해피 벌쓰데이 투 유~!,아니? 술 한 뽀려 병만 오라고.,정환
택아! 이번 주말에 정환이 생일 알지? 해피 벌쓰데이 투 유~!,아니? 술 한 병만 뽀려 오라고.,정환
생일파티 왜? 택이  해주게?,오라고. 아니? 술 한 병만 뽀려,정환
생일파티 왜? 택이  해주게?,아니? 술 한 뽀려 병만 오라고.,정환
생일파티 왜? 택이  해주게?,아니? 술 한 병만 뽀려 오라고.,정환
왜? 생일파티 택이 해주게?,오라고. 아니? 술 한 병만 뽀려,정환
왜? 생일파티 택이 해주게?,아니? 술 한 뽀려 병만 오라고.,정환
왜? 생일파티 택이 해주게?,아니? 술 한 병만 뽀려 오라고.,정환
왜? 택이 생일파티 해주게?,오라고. 아니? 술 한 병만 뽀려,정환
왜? 택이 생일파티 해주게?,아니? 술 한 뽀려 병만 오라고.,정환
왜? 택이 생일파티 해주게?,아니? 술 한 병만 뽀려 오라고.,정환
얘는 사이즈가 다르잖아.얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘는 사이즈가 다르잖아.얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘는 사이즈가 다르잖아.얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘는 사이즈가 다르잖아.얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
비싼 술 쳐 먹고선. 어?,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
비싼 술 쳐 먹고선. 어?,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
비싼 술 쳐 먹고선. 어?,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
비싼 술 쳐 먹고선. 어?,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
너 맨날 이겨야돼~,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
너 맨날 이겨야돼~,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
너 맨날 이겨야돼~,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
너 맨날 이겨야돼~,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
중국 얘  갔다 오면 항상 비싼 술 받는단 말이야.,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
중국 얘  갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
중국 얘  갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
중국 얘  갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 갔다 중국 오면 항상 비싼 술 받는단 말이야.,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 갔다 중국 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 갔다 중국 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 갔다 중국 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"너 야, 최택.  이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 너 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
얘 중국 갔다 오면 항상 비싼 술 받는단 말이야.,"야, 최택. 너 이번에 아빠 드리지 말고 우리한테 넘겨라? 알았지!?",정환
알았어.,"특공대. 야, ",정환
알았어.,"특공대. 야,",정환
알았어.,"야, 특공대.",정환
알았어.,"특공대. 야, ",정환
알았어.,"특공대. 야,",정환
알았어.,"야, 특공대.",정환
알았어.,"특공대. 야, ",정환
알았어.,"특공대. 야,",정환
알았어.,"야, 특공대.",정환
알았어.,"특공대. 야, ",정환
알았어.,"특공대. 야,",정환
알았어.,"야, 특공대.",정환
알았어.,"특공대. 야, ",정환
알았어.,"특공대. 야,",정환
알았어.,"야, 특공대.",정환
"우리 엄마랑,","아빠지, 우리  뭐..",정환
"우리 엄마랑,","우리 뭐.. 아빠지,",정환
"우리 엄마랑,","아빠지, 뭐..",정환
"우리 엄마랑,","우리 아빠지, 뭐..",정환
엄마.,"아빠지, 우리  뭐..",정환
엄마.,"우리 뭐.. 아빠지,",정환
엄마.,"아빠지, 뭐..",정환
엄마.,"우리 아빠지, 뭐..",정환
"저, 엄마.","아빠지, 우리  뭐..",정환
"저, 엄마.","우리 뭐.. 아빠지,",정환
"저, 엄마.","아빠지, 뭐..",정환
"저, 엄마.","우리 아빠지, 뭐..",정환
"엄마랑,  우리 ","아빠지, 우리  뭐..",정환
"엄마랑,  우리 ","우리 뭐.. 아빠지,",정환
"엄마랑,  우리 ","아빠지, 뭐..",정환
"엄마랑,  우리 ","우리 아빠지, 뭐..",정환
"엄마랑, 우리","아빠지, 우리  뭐..",정환
"엄마랑, 우리","우리 뭐.. 아빠지,",정환
"엄마랑, 우리","아빠지, 뭐..",정환
"엄마랑, 우리","우리 아빠지, 뭐..",정환
"엄마랑,","아빠지, 우리  뭐..",정환
"엄마랑,","우리 뭐.. 아빠지,",정환
"엄마랑,","아빠지, 뭐..",정환
"엄마랑,","우리 아빠지, 뭐..",정환
" 우리 엄마랑,","아빠지, 우리  뭐..",정환
" 우리 엄마랑,","우리 뭐.. 아빠지,",정환
" 우리 엄마랑,","아빠지, 뭐..",정환
" 우리 엄마랑,","우리 아빠지, 뭐..",정환
그래. 중국 가기 전에 미리 얘기 해.,듣냐? 너 노래는,정환
그래. 중국 가기 전에 미리 얘기 해.,너 듣냐? 노래는,정환
그래. 중국 가기 전에 미리 얘기 해.,노래는 듣냐?,정환
그래. 중국 가기 전에 미리 얘기 해.,너 노래는 듣냐?,정환
너 중국가기 전에 애들이랑 좀 놀자,듣냐? 너 노래는,정환
너 중국가기 전에 애들이랑 좀 놀자,너 듣냐? 노래는,정환
너 중국가기 전에 애들이랑 좀 놀자,노래는 듣냐?,정환
너 중국가기 전에 애들이랑 좀 놀자,너 노래는 듣냐?,정환
"그럼 내가, 너 따라 중국 들어가야 될 텐데..?",듣냐? 너 노래는,정환
"그럼 내가, 너 따라 중국 들어가야 될 텐데..?",너 듣냐? 노래는,정환
"그럼 내가, 너 따라 중국 들어가야 될 텐데..?",노래는 듣냐?,정환
"그럼 내가, 너 따라 중국 들어가야 될 텐데..?",너 노래는 듣냐?,정환
중국 그래.  가기 전에 미리 얘기 해.,듣냐? 너 노래는,정환
중국 그래.  가기 전에 미리 얘기 해.,너 듣냐? 노래는,정환
중국 그래.  가기 전에 미리 얘기 해.,노래는 듣냐?,정환
중국 그래.  가기 전에 미리 얘기 해.,너 노래는 듣냐?,정환
그래. 중국 전에 가기 미리 얘기 해.,듣냐? 너 노래는,정환
그래. 중국 전에 가기 미리 얘기 해.,너 듣냐? 노래는,정환
그래. 중국 전에 가기 미리 얘기 해.,노래는 듣냐?,정환
그래. 중국 전에 가기 미리 얘기 해.,너 노래는 듣냐?,정환
그래. 중국 가기 전에 미리 얘기 해.,듣냐? 너 노래는,정환
그래. 중국 가기 전에 미리 얘기 해.,너 듣냐? 노래는,정환
그래. 중국 가기 전에 미리 얘기 해.,노래는 듣냐?,정환
그래. 중국 가기 전에 미리 얘기 해.,너 노래는 듣냐?,정환
"야, 김정팔!! 어때?!",됐거든?,정환
"야, 김정팔!! 어때?!",됐거든?,정환
야 김정팔!,됐거든?,정환
야 김정팔!,됐거든?,정환
"야, 김정환.",됐거든?,정환
"야, 김정환.",됐거든?,정환
"들었지?  야, 김정팔  사놔.",됐거든?,정환
"들었지?  야, 김정팔  사놔.",됐거든?,정환
"야, 들었지? 김정팔 사놔.",됐거든?,정환
"야, 들었지? 김정팔 사놔.",됐거든?,정환
" 야, 김정팔 들었지? 사놔.",됐거든?,정환
" 야, 김정팔 들었지? 사놔.",됐거든?,정환
오늘 저녁 때 알지?,응.,정환
오늘 저녁 때 알지?,응.,정환
니네 오늘 저녁에 알지?,응.,정환
니네 오늘 저녁에 알지?,응.,정환
도룡뇽 저녁은?,응.,정환
도룡뇽 저녁은?,응.,정환
알지? 오늘 저녁 때,응.,정환
알지? 오늘 저녁 때,응.,정환
저녁 오늘 때 알지?,응.,정환
저녁 오늘 때 알지?,응.,정환
오늘 저녁 알지?,응.,정환
오늘 저녁 알지?,응.,정환
오늘 저녁 때 알지?,응.,정환
오늘 저녁 때 알지?,응.,정환
아..!!,"알지? 야, 너 이따 점심 땐 ",정환
아..!!,"야, 너 이따 점심 알지? 땐",정환
아..!!,"야, 이따 점심 땐 알지?",정환
아..!!,"야, 너 이따 점심 땐 알지?",정환
아..!!,"알지? 야, 너 이따 점심 땐 ",정환
아..!!,"야, 너 이따 점심 알지? 땐",정환
아..!!,"야, 이따 점심 땐 알지?",정환
아..!!,"야, 너 이따 점심 땐 알지?",정환
아..!!,"알지? 야, 너 이따 점심 땐 ",정환
아..!!,"야, 너 이따 점심 알지? 땐",정환
아..!!,"야, 이따 점심 땐 알지?",정환
아..!!,"야, 너 이따 점심 땐 알지?",정환
아..!!,"알지? 야, 너 이따 점심 땐 ",정환
아..!!,"야, 너 이따 점심 알지? 땐",정환
아..!!,"야, 이따 점심 땐 알지?",정환
아..!!,"야, 너 이따 점심 땐 알지?",정환
아..!!,"알지? 야, 너 이따 점심 땐 ",정환
아..!!,"야, 너 이따 점심 알지? 땐",정환
아..!!,"야, 이따 점심 땐 알지?",정환
아..!!,"야, 너 이따 점심 땐 알지?",정환
또 뭐.,"새끼야!! 축구, ",정환
또 뭐.,"새끼야!! 축구,",정환
또 뭐.,"축구, 새끼야!!",정환
뭐.,"새끼야!! 축구, ",정환
뭐.,"새끼야!! 축구,",정환
뭐.,"축구, 새끼야!!",정환
뭐.,"새끼야!! 축구, ",정환
뭐.,"새끼야!! 축구,",정환
뭐.,"축구, 새끼야!!",정환
뭐. 또,"새끼야!! 축구, ",정환
뭐. 또,"새끼야!! 축구,",정환
뭐. 또,"축구, 새끼야!!",정환
뭐. 또,"새끼야!! 축구, ",정환
뭐. 또,"새끼야!! 축구,",정환
뭐. 또,"축구, 새끼야!!",정환
뭐.,"새끼야!! 축구, ",정환
뭐.,"새끼야!! 축구,",정환
뭐.,"축구, 새끼야!!",정환
또 뭐.,"새끼야!! 축구, ",정환
또 뭐.,"새끼야!! 축구,",정환
또 뭐.,"축구, 새끼야!!",정환
"나 미친 개 나오면 안 해. 발목 나갈 일 있냐?아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","괜찮아. 아,  그 형 착해.",정환
"나 미친 개 나오면 안 해. 발목 나갈 일 있냐?아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 그 착해.",정환
"나 미친 개 나오면 안 해. 발목 나갈 일 있냐?아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 착해.",정환
"나 미친 개 나오면 안 해. 발목 나갈 일 있냐?아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 그 형 착해.",정환
"아, 나 진짜 꼴통새끼.","괜찮아. 아,  그 형 착해.",정환
"아, 나 진짜 꼴통새끼.","아, 괜찮아. 형 그 착해.",정환
"아, 나 진짜 꼴통새끼.","아, 괜찮아. 형 착해.",정환
"아, 나 진짜 꼴통새끼.","아, 괜찮아. 그 형 착해.",정환
"쟤 못 이겨, 미친놈이야","괜찮아. 아,  그 형 착해.",정환
"쟤 못 이겨, 미친놈이야","아, 괜찮아. 형 그 착해.",정환
"쟤 못 이겨, 미친놈이야","아, 괜찮아. 형 착해.",정환
"쟤 못 이겨, 미친놈이야","아, 괜찮아. 그 형 착해.",정환
"사이코야. 아우, 또 욕하..,  걔 나만 갈구잖아. 완전 ","괜찮아. 아,  그 형 착해.",정환
"사이코야. 아우, 또 욕하..,  걔 나만 갈구잖아. 완전 ","아, 괜찮아. 형 그 착해.",정환
"사이코야. 아우, 또 욕하..,  걔 나만 갈구잖아. 완전 ","아, 괜찮아. 형 착해.",정환
"사이코야. 아우, 또 욕하..,  걔 나만 갈구잖아. 완전 ","아, 괜찮아. 그 형 착해.",정환
"아우, 또 욕하.., 걔 나만 완전 갈구잖아. 사이코야.","괜찮아. 아,  그 형 착해.",정환
"아우, 또 욕하.., 걔 나만 완전 갈구잖아. 사이코야.","아, 괜찮아. 형 그 착해.",정환
"아우, 또 욕하.., 걔 나만 완전 갈구잖아. 사이코야.","아, 괜찮아. 형 착해.",정환
"아우, 또 욕하.., 걔 나만 완전 갈구잖아. 사이코야.","아, 괜찮아. 그 형 착해.",정환
"아우, 욕하.., 걔 나만 갈구잖아. 완전 사이코야.","괜찮아. 아,  그 형 착해.",정환
"아우, 욕하.., 걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 그 착해.",정환
"아우, 욕하.., 걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 착해.",정환
"아우, 욕하.., 걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 그 형 착해.",정환
"아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","괜찮아. 아,  그 형 착해.",정환
"아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 그 착해.",정환
"아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 형 착해.",정환
"아우, 또 욕하..,  걔 나만 갈구잖아. 완전 사이코야.","아, 괜찮아. 그 형 착해.",정환
뭔 근거로?!,펴. .. 담배 안,정환
뭔 근거로?!,담배 .. 안 펴.,정환
뭔 근거로?!,.. 담배 안 펴.,정환
무슨 소린데?,펴. .. 담배 안,정환
무슨 소린데?,담배 .. 안 펴.,정환
무슨 소린데?,.. 담배 안 펴.,정환
뭔 소리야!?,펴. .. 담배 안,정환
뭔 소리야!?,담배 .. 안 펴.,정환
뭔 소리야!?,.. 담배 안 펴.,정환
근거로?!  뭔,펴. .. 담배 안,정환
근거로?!  뭔,담배 .. 안 펴.,정환
근거로?!  뭔,.. 담배 안 펴.,정환
근거로?! 뭔,펴. .. 담배 안,정환
근거로?! 뭔,담배 .. 안 펴.,정환
근거로?! 뭔,.. 담배 안 펴.,정환
뭔 근거로?!,펴. .. 담배 안,정환
뭔 근거로?!,담배 .. 안 펴.,정환
뭔 근거로?!,.. 담배 안 펴.,정환
.. 그럼 착한 거냐?!,응. ..,정환
.. 그럼 착한 거냐?!,응. ..,정환
.. 그럼 착한 거냐?!,..  응.,정환
예..?,응. ..,정환
예..?,응. ..,정환
예..?,..  응.,정환
응..?,응. ..,정환
응..?,응. ..,정환
응..?,..  응.,정환
그럼 ..  착한 거냐?!,응. ..,정환
그럼 ..  착한 거냐?!,응. ..,정환
그럼 ..  착한 거냐?!,..  응.,정환
.. 그럼 거냐?! 착한,응. ..,정환
.. 그럼 거냐?! 착한,응. ..,정환
.. 그럼 거냐?! 착한,..  응.,정환
.. 착한 거냐?!,응. ..,정환
.. 착한 거냐?!,응. ..,정환
.. 착한 거냐?!,..  응.,정환
.. 그럼 착한 거냐?!,응. ..,정환
.. 그럼 착한 거냐?!,응. ..,정환
.. 그럼 착한 거냐?!,..  응.,정환
이런 씨발 좆같네!,씨발 이런  좆같네!,정환
이런 씨발 좆같네!,씨발 이런 좆같네!,정환
이런 씨발 좆같네!,씨발 좆같네!,정환
이런 씨발 좆같네!,이런 씨발 좆같네!,정환
이런 씨발 좆같네!!!!,씨발 이런  좆같네!,정환
이런 씨발 좆같네!!!!,씨발 이런 좆같네!,정환
이런 씨발 좆같네!!!!,씨발 좆같네!,정환
이런 씨발 좆같네!!!!,이런 씨발 좆같네!,정환
이런 씨발 좆같네!!!!,씨발 이런  좆같네!,정환
이런 씨발 좆같네!!!!,씨발 이런 좆같네!,정환
이런 씨발 좆같네!!!!,씨발 좆같네!,정환
이런 씨발 좆같네!!!!,이런 씨발 좆같네!,정환
"씨발.  아, ",씨발 이런  좆같네!,정환
"씨발.  아, ",씨발 이런 좆같네!,정환
"씨발.  아, ",씨발 좆같네!,정환
"씨발.  아, ",이런 씨발 좆같네!,정환
"씨발. 아,",씨발 이런  좆같네!,정환
"씨발. 아,",씨발 이런 좆같네!,정환
"씨발. 아,",씨발 좆같네!,정환
"씨발. 아,",이런 씨발 좆같네!,정환
" 아, 씨발.",씨발 이런  좆같네!,정환
" 아, 씨발.",씨발 이런 좆같네!,정환
" 아, 씨발.",씨발 좆같네!,정환
" 아, 씨발.",이런 씨발 좆같네!,정환
"..  선우야. 아, 아, 아, 아, 아아..!!","아, ..  선우야.     아아..!!",정환
